Gene_ID	KOFAM
UHM18.10827__k141_37472_38	K16839
UHM18.10827__k141_37472_166	K00560
UHM18.10827__k141_56259_162	K12266
UHM18.10827__k141_69698_34	NA
UHM18.10827__k141_123235_12	K01869
UHM18.10827__k141_123235_460	K05782
UHM18.10827__k141_123235_492	NA
UHM18.35741__k141_4836_26	NA
UHM18.35741__k141_95420_38	NA
UHM18.35741__k141_136158_140	K02035
UHM18.35741__k141_23604_107	NA
UHM18.35741__k141_23604_139	K00020
UHM18.35741__k141_2853_40	K02067
UHM18.35741__k141_42962_786	NA
UHM18.35741__k141_42962_882	K01439
UHM18.35741__k141_108325_100	K02407
UHM18.35741__k141_22513_107	K07795
UHM18.35742__k141_62311_41	NA
UHM18.35742__k141_62311_105	K07795
UHM18.35742__k141_69242_1	NA
UHM18.35742__k141_158543_43	K01426
UHM18.35742__k141_158543_171	NA
UHM18.35742__k141_14590_158	K03646
UHM18.35742__k141_35461_46	K07495
UHM18.35742__k141_22081_80	K06945
UHM18.35742__k141_166179_54	K17229
UHM18.35742__k141_2182_214	K11731
UHM18.35742__k141_2182_406	K02341
UHM18.35742__k141_2182_470	K07734
UHM18.35742__k141_50078_45	K11472
UHM18.35742__k141_50078_429	K07795
UHM18.35742__k141_147423_33	K06886
UHM18.35742__k141_44425_105	K19222
UHM18.35742__k141_190564_13	K07341
UHM18.35742__k141_101568_262	NA
UHM18.35742__k141_52742_179	K06134
UHM18.35742__k141_53803_13	K09774
UHM20.35744__k141_58_11	K09004
UHM20.35744__k141_177389_15	NA
UHM20.35744__k141_197541_10	K02014
UHM20.35744__k141_197541_10	K16092
UHM20.35744__k141_164573_5	K11927
UHM20.35744__k141_151505_113	NA
UHM20.35744__k141_41218_24	K07140
UHM20.35744__k141_41609_33	K04090
UHM20.35744__k141_129177_11	K03719
UHM20.35744__k141_85082_61	K15125
UHM22.35745__k141_29372_2	NA
UHM22.35745__k141_54852_10	K04760
UHM22.35747__k141_119116_87	K02057
UHM22.35747__k141_119116_87	K10440
UHM27.10829__k141_23263_2	NA
UHM31.10830__k141_6543_8	K14194
UHM31.10830__k141_47165_139	K00370
UHM31.10830__k141_31406_7	K02979
UHM31.35748__k141_21355_100	K03187
UHM31.35748__k141_80923_107	K02658
UHM31.35748__k141_8135_259	NA
UHM31.35749__k141_94020_54	NA
UHM31.35749__k141_180910_280	NA
UHM31.35749__k141_151826_37	K02483
UHM31.35749__k141_151826_37	K07774
UHM31.35749__k141_18027_11	K03791
UHM33.10831__k141_113183_17	K13735
UHM33.10831__k141_105609_81	NA
UHM36.10832__k141_41565_2	NA
UHM36.35750__k141_53569_29	NA
UHM36.35750__k141_61839_2	K02027
UHM40.10834__k141_12189_286	K10439
UHM40.10834__k141_85311_3	NA
UHM40.35754__k141_17505_47	K03521
UHM40.35754__k141_9638_51	K02402
UHM40.35754__k141_101220_243	K17836
UHM40.35754__k141_123815_62	K03746
UHM40.35754__k141_28515_101	NA
UHM40.35754__k141_132976_673	K03578
UHM40.35754__k141_63201_413	NA
UHM40.35754__k141_63201_573	K11962
UHM40.35754__k141_63201_605	K06878
UHM40.35754__k141_90999_9	K01625
UHM40.35755__k141_39470_49	NA
UHM40.35755__k141_142528_43	NA
UHM40.35755__k141_9065_108	NA
UHM41.10835__k141_53780_25	K01081
UHM41.10835__k141_53780_25	K07004
UHM41.10835__k141_54423_452	NA
UHM41.35757__k141_161867_11	K08717
UHM43.10836__k141_114438_2	NA
UHM43.10836__k141_157866_7	K07347
UHM44.10837__k141_2783_43	K18997
UHM44.10837__k141_47978_52	K00791
UHM44.10837__k141_65789_46	NA
UHM44.10837__k141_28081_3	NA
UHM44.10837__k141_50922_3	K01028
UHM44.10837__k141_43567_33	NA
UHM44.10837__k141_31286_431	K20035
UHM44.10837__k141_31286_463	K03814
UHM44.10837__k141_69106_125	K00154
UHM44.10837__k141_69106_253	K03545
UHM44.10837__k141_57163_50	K03561
UHM44.10837__k141_57163_50	K03562
UHM44.10837__k141_24272_10	K02413
UHM45.10838__k141_31996_4	NA
UHM56.35760__k141_73635_12	K07347
UHM56.35761__k141_121083_52	NA
UHM72.35762__k141_79552_57	K23779
UHM72.35762__k141_26036_24	K03320
UHM72.35763__k141_53253_73	NA
UHM72.35763__k141_15199_20	NA
UHM72.35764__k141_19527_231	K03578
UHM72.35764__k141_163251_229	NA
UHM72.35764__k141_64128_184	NA
UHM72.35764__k141_64128_568	K00767
UHM102.35765__k141_16299_43	NA
UHM102.35765__k141_73962_55	K03216
UHM125.35768__k141_27491_113	K00852
UHM125.35768__k141_156793_16	K03205
UHM125.35768__k141_154779_26	NA
UHM125.35768__k141_154779_58	NA
UHM125.35770__k141_56051_18	K07241
UHM125.35770__k141_196661_119	NA
UHM125.35770__k141_267826_559	NA
UHM125.35770__k141_239628_2	NA
UHM145.35773__k141_148005_40	K00059
UHM145.35773__k141_148005_72	NA
UHM145.35773__k141_214690_314	K01995
UHM145.35773__k141_214690_346	K03101
UHM145.35773__k141_59488_8	NA
UHM145.35773__k141_5351_227	K07795
UHM17.10826__k141_226293_2	K07795
UHM17.10826__k141_104_37	K02049
UHM17.10826__k141_199438_25	NA
UHM17.10826__k141_7642_33	K18289
UHM17.10826__k141_17016_4	NA
UHM17.35739__k141_36131_23	K09919
UHM17.35739__k141_36131_151	K03976
UHM17.35739__k141_33266_129	NA
UHM17.35739__k141_33266_257	K03554
UHM17.35740__k141_142151_368	NA
UHM17.35740__k141_18481_112	K07795
UHM17.35740__k141_160492_146	K02835
UHM17.35740__k141_63769_288	K04564
UHM18.10827__k141_67683_5	K01876
UHM18.10827__k141_80909_94	NA
UHM18.10827__k141_106069_100	K26138
UHM18.35741__k141_113582_118	K02427
UHM18.35741__k141_82830_39	NA
UHM18.35741__k141_56884_232	K02899
UHM18.35741__k141_56884_328	K17247
UHM18.35741__k141_119377_113	K01586
UHM18.35741__k141_92990_344	NA
UHM18.35742__k141_7004_332	K00658
UHM18.35742__k141_193649_55	K02050
UHM18.35742__k141_77466_15	NA
UHM18.35742__k141_2182_87	K02232
UHM18.35742__k141_29286_31	K02435
UHM18.35742__k141_57278_262	NA
UHM18.35742__k141_50078_110	K01696
UHM18.35742__k141_50078_174	K01754
UHM18.35742__k141_50078_398	K05366
UHM18.35742__k141_50078_430	NA
UHM18.35742__k141_50078_462	K19302
UHM18.35742__k141_46143_93	NA
UHM20.35744__k141_46087_1	K22187
UHM20.35744__k141_46227_14	K09858
UHM20.35744__k141_112023_5	K01857
UHM20.35744__k141_138807_8	K00765
UHM20.35744__k141_174270_3	K03980
UHM22.35747__k141_119116_88	NA
UHM31.10830__k141_16588_72	K02519
UHM31.35749__k141_75103_285	NA
UHM31.35749__k141_151826_38	NA
UHM33.10831__k141_124006_35	NA
UHM33.10831__k141_124006_99	NA
UHM36.10832__k141_166426_20	K01428
UHM38.35752__k141_87190_8	NA
UHM40.35754__k141_83770_12	NA
UHM40.35754__k141_5735_3	K00355
UHM40.35754__k141_13937_185	K02624
UHM40.35754__k141_13937_249	K02653
UHM40.35754__k141_28515_38	NA
UHM40.35754__k141_54958_17	NA
UHM40.35754__k141_15218_27	NA
UHM40.35754__k141_17446_44	K02065
UHM40.35755__k141_146816_185	K03553
UHM40.35755__k141_50030_28	K02963
UHM40.35755__k141_9065_77	NA
UHM44.10837__k141_40339_154	K00681
UHM44.10837__k141_65789_47	NA
UHM44.10837__k141_63629_50	K07795
UHM44.10837__k141_79712_61	NA
UHM44.10837__k141_49953_8	NA
UHM45.35758__k141_104224_340	K20527
UHM56.35761__k141_71180_20	K03190
UHM72.35762__k141_103326_121	NA
UHM72.35762__k141_39865_77	K01625
UHM72.35764__k141_37915_172	NA
UHM125.35769__k141_241229_5	NA
UHM125.35769__k141_200249_5	K00145
UHM125.35769__k141_201187_14	K04072
UHM125.35769__k141_16599_330	NA
UHM125.35770__k141_202982_20	NA
UHM125.35770__k141_68409_16	NA
UHM145.35773__k141_214690_283	K03543
UHM145.35773__k141_5351_228	K00626
UHM145.35773__k141_5351_228	K00632
UHM145.35773__k141_5351_292	K09862
UHM145.35773__k141_5351_324	K02025
UHM145.35773__k141_5351_324	K05814
UHM145.35773__k141_171720_296	K02528
UHM17.10826__k141_84913_5	K09710
UHM17.10826__k141_192278_61	K07795
UHM17.10826__k141_296939_24	NA
UHM17.10826__k141_14054_20	NA
UHM17.35739__k141_80560_10	K07516
UHM17.35739__k141_34877_88	K01999
UHM17.35740__k141_142151_49	K02483
UHM17.35740__k141_142151_49	K07666
UHM17.35740__k141_101333_11	K03340
UHM17.35740__k141_6631_4	K14742
UHM17.35740__k141_87660_171	K07795
UHM17.35740__k141_63769_289	K15777
UHM18.10827__k141_54030_115	K03583
UHM18.10827__k141_58716_190	K04043
UHM18.35741__k141_56884_137	NA
UHM18.35741__k141_126348_543	K00265
UHM18.35741__k141_22513_77	NA
UHM18.35742__k141_206492_65	K00912
UHM18.35742__k141_7004_333	K00164
UHM18.35742__k141_179467_228	K03723
UHM18.35742__k141_158543_429	NA
UHM18.35742__k141_2182_88	NA
UHM20.35744__k141_99067_4	K01061
UHM22.35745__k141_84325_12	NA
UHM31.35748__k141_40148_13	K05595
UHM40.35754__k141_63201_447	K01999
UHM41.10835__k141_60015_33	NA
UHM41.35757__k141_46008_113	K03466
UHM44.10837__k141_52890_15	NA
UHM44.10837__k141_34371_7	K03406
UHM125.35768__k141_5067_13	K14059
UHM125.35768__k141_154779_124	K13735
UHM125.35769__k141_80780_7	K18093
UHM145.35773__k141_124852_139	K09941
UHM145.35773__k141_171720_393	NA
UHM145.35773__k141_172489_53	K07795
UHM17.35739__k141_96103_41	NA
UHM18.10827__k141_124914_4	K03926
UHM18.10827__k141_67683_103	K03634
UHM18.35741__k141_113135_26	NA
UHM18.35741__k141_113440_79	NA
UHM18.35741__k141_136158_271	K01531
UHM18.35741__k141_14360_55	K01710
UHM18.35741__k141_22513_110	K12152
UHM18.35742__k141_7004_430	NA
UHM18.35742__k141_29286_33	K03570
UHM18.35742__k141_50078_16	K01995
UHM20.35744__k141_131998_10	NA
UHM31.35749__k141_171210_1	NA
UHM40.35754__k141_17505_18	K02623
UHM40.35754__k141_26483_26	K06959
UHM40.35754__k141_97876_158	NA
UHM44.10837__k141_52890_144	K02655
UHM44.10837__k141_72931_4	NA
UHM44.10837__k141_28081_6	K01113
UHM44.10837__k141_69106_32	K08992
UHM125.35769__k141_28297_3	NA
UHM125.35769__k141_279458_2	NA
UHM145.35773__k141_214690_221	K03596
UHM145.35773__k141_165942_177	NA
UHM145.35773__k141_60023_28	K02434
UHM17.35740__k141_142151_371	NA
UHM18.35741__k141_59782_1	K00684
UHM18.35741__k141_60207_1	NA
UHM18.35742__k141_14244_51	K05799
UHM18.35742__k141_14244_51	K14348
UHM18.35742__k141_117838_220	NA
UHM18.35742__k141_2182_314	NA
UHM18.35742__k141_29286_34	K03571
UHM18.35742__k141_50078_17	K01996
UHM18.35742__k141_50078_17	K11963
UHM18.35742__k141_103030_1	NA
UHM20.35744__k141_79463_16	K00341
UHM40.35754__k141_90461_69	K04567
UHM40.35755__k141_39470_213	NA
UHM125.35769__k141_262879_1	NA
UHM145.35773__k141_60023_29	K01426
UHM145.35773__k141_60023_29	K02433
UHM17.35739__k141_58159_390	K03695
UHM18.10827__k141_107418_148	K02825
UHM18.10827__k141_15059_31	NA
UHM18.35742__k141_96950_39	NA
UHM36.35750__k141_12966_41	NA
UHM36.35751__k141_41960_5	NA
UHM40.35755__k141_112090_301	K07795
UHM145.35773__k141_59488_13	K05712
UHM145.35773__k141_172489_312	K01584
UHM18.10827__k141_58716_98	K03572
UHM18.10827__k141_123235_402	K11103
UHM18.10827__k141_61309_83	NA
UHM18.35741__k141_56884_77	K07552
UHM36.35751__k141_3065_3	NA
UHM44.10837__k141_23292_159	K04101
UHM145.35773__k141_5351_137	K02015
UHM17.10826__k141_104_171	NA
UHM17.35740__k141_142151_438	K02014
UHM17.35740__k141_142151_438	K16089
UHM20.35744__k141_36810_165	K02298
UHM40.35754__k141_123815_133	NA
UHM40.35755__k141_46886_23	K02036
UHM41.35757__k141_169852_312	K02600
UHM125.35769__k141_116214_23	K20035
UHM125.35769__k141_197243_1	K03046
UHM125.35769__k141_152837_1	K09888
UHM125.35770__k141_61602_8	K06894
UHM17.35739__k141_33266_392	K05603
UHM18.35742__k141_7004_307	NA
UHM18.35742__k141_14590_166	NA
UHM20.35744__k141_14289_5	K02340
UHM20.35744__k141_23263_2	K03501
UHM40.35754__k141_114260_12	NA
UHM145.35773__k141_141428_131	K00525
UHM17.35740__k141_142151_120	K02379
UHM18.10827__k141_124914_10	NA
UHM18.35741__k141_99294_10	NA
UHM18.35741__k141_26556_103	NA
UHM18.35742__k141_7004_180	NA
UHM20.35744__k141_31041_2	NA
UHM44.10837__k141_40339_66	NA
UHM44.10837__k141_71380_4	NA
UHM739.35775__k141_583264_2	NA
UHM18.35742__k141_62311_115	K22452
UHM18.35742__k141_76629_1	NA
UHM20.35744__k141_120194_7	K03637
UHM145.35772__k141_67436_1	K09767
UHM145.35773__k141_214690_196	K08086
UHM18.35742__k141_158543_182	K01337
UHM40.35754__k141_120361_1	K00697
UHM44.10837__k141_65789_57	K15576
UHM44.10837__k141_65789_57	K22067
UHM125.35769__k141_67523_1	NA
UHM145.35773__k141_19680_442	K15125
UHM17.10826__k141_84913_79	NA
UHM18.10827__k141_58733_104	NA
UHM20.35743__k141_34795_2	NA
UHM22.35747__k141_54608_1	K08978
UHM102.35765__k141_52000_82	NA
UHM22.35746__k141_144109_1	NA
UHM27.10829__k141_100056_1	NA
UHM44.10837__k141_47978_1	K03775
UHM125.35768__k141_70042_26	K13735
UHM145.35773__k141_172489_288	NA
UHM18.35742__k141_75981_56	K00764
UHM18.35742__k141_174240_112	NA
UHM20.35744__k141_191405_9	NA
UHM31.35749__k141_57063_1	NA
UHM40.35755__k141_88862_1	NA
UHM125.35769__k141_96616_1	NA
UHM145.35773__k141_171720_309	K13795
UHM18.10827__k141_11555_36	K02313
UHM18.35742__k141_174240_113	NA
UHM20.35744__k141_34896_1	NA
UHM20.35744__k141_55783_1	K02013
UHM27.10829__k141_104247_1	K02970
UHM44.10837__k141_31286_30	NA
UHM740.35774__k141_155098_1	NA
UHM17.10826__k141_19996_12	K00163
UHM20.35744__k141_137932_34	K03089
UHM20.35744__k141_172000_1	K03644
UHM44.10837__k141_51956_1	K01251
UHM20.35743__k141_16924_44	NA
UHM20.35744__k141_142411_1	NA
UHM31.35749__k141_87930_1	NA
UHM36.35751__k141_36020_2	K13735
UHM40.35754__k141_35335_3	K03169
UHM17.10826__k141_124031_8	NA
UHM17.35739__k141_58159_499	NA
UHM18.35741__k141_27636_37	K01547
UHM18.35742__k141_110907_1	NA
UHM20.35744__k141_149283_1	K06996
UHM20.35744__k141_5624_1	NA
UHM40.10834__k141_23889_13	K03657
UHM20.35744__k141_80821_1	NA
UHM40.10834__k141_46783_1	K00254
UHM17.35740__k141_142151_35	NA
UHM18.10827__k141_79767_1	NA
UHM18.35741__k141_129845_1	NA
UHM44.10837__k141_61441_14	NA
UHM145.35773__k141_3634_228	K03088
UHM145.35773__k141_3634_228	K23514
UHM18.10827__k141_84115_1	NA
UHM18.35741__k141_119377_5	NA
UHM31.35748__k141_74840_1	NA
UHM145.35773__k141_19680_4	NA
UHM31.35749__k141_173602_31	K03529
UHM18.35741__k141_41747_1	K09712
UHM125.35769__k141_74859_1	NA
UHM125.35769__k141_50386_1	NA
UHM20.35744__k141_92415_1	K08289
UHM36.35751__k141_34010_1	NA
UHM40.35754__k141_63201_150	K00014
UHM18.35742__k141_51608_1	NA
UHM20.35744__k141_165520_1	NA
UHM36.35751__k141_56134_1	NA
UHM40.10834__k141_9763_2	K03310
UHM40.10834__k141_9763_2	K03790
UHM40.35754__k141_54004_1	K01183
UHM125.35769__k141_271660_2	NA
UHM38.35752__k141_150917_1	NA
UHM18.10827__k141_10235_2	NA
UHM20.35744__k141_111847_1	NA
UHM20.35744__k141_144681_1	NA
UHM31.35749__k141_156899_116	K21757
UHM44.10837__k141_44393_1	NA
UHM125.35769__k141_236493_2	NA
UHM125.35770__k141_202982_176	K13735
UHM40.35754__k141_54958_14	K02014
UHM145.35773__k141_171720_5	NA
UHM31.35749__k141_62387_5	NA
